song,artist,youtube_id,AI_Keywords,
Super Powers,V6,e10Jk7fjyl4,"[0.30, 0.80, 0.55, 0.65], Super Powers / Right Now, 2018, 2010年代, 2010s, 日本, Japan, 海賊王, One Piece, 清亮人聲, Clear Vocals, 電吉他, Electric Guitar, 合成器, Synthesizer, 燃系熱血, Burning Passion, 勵志成長, Inspirational Growth, 流行搖滾, Pop Rock, 不思議興奮が 仲間を繋ぐ, Yes",
全是愛,蕭敬騰,,"[0.30, 0.80, 0.55, 0.65], 欲望反光, 2011, 2010年代, 2010s, 台灣, Taiwan, 高音唱腔, High-pitched Vocals, 鋼琴, Piano, 電吉他, Electric Guitar, 壯闊深情, Grand Affection, 獨處時光, Solitude, 華語流行, Mandopop, 流行搖滾, Pop Rock, 那閃爍的星, 擁抱你的燦爛更擁抱你的腐爛",
有種離開叫捨不得,莊心妍,ImQragCwh78,"[0.82, 0.35, 0.78, 0.35], Touch Of Love, 2016, 2010年代, 2010s, 中國, China, 甜美嗓音, Sweet Vocals, 鋼琴, Piano, 情感糾葛, Emotional Entanglement, 失戀療傷, Heartbreak Healing, 華語流行, Mandopop, 網紅歌曲, Internet Viral Song, 夜裡時間總是停頓, 監製：賴劍亮",
Somebody That I Used To Know,"Gotye, Kimbra",LgR1xFqXoeE,"[0.82, 0.35, 0.55, 0.35], Making Mirrors (Deluxe Edition), 2011, 2010年代, 2010s, 澳洲, Australia, 氣聲人聲, Breathy Vocals, 鋼琴, Piano, 木琴, Xylophone, 情感糾葛, Emotional Entanglement, 獨處時光, Solitude, 獨立流行, Indie Pop, Now, But",
Say You Won't Let Go,James Arthur,,"[0.45, 0.45, 0.55, 0.35], Back from the Edge (Deluxe Edition), 2016, 2010年代, 2010s, 英國, United Kingdom, 氣聲人聲, Breathy Vocals, 原聲吉他, Acoustic Guitar, 壯闊深情, Grand Affection, 婚禮, Wedding, 約會, Dating, 英語流行, English Pop, 原聲民謠, Acoustic Folk, I met you in the dark, Just",
我,蔡依林,w7mMMKTvM_8,"[0.82, 0.35, 0.55, 0.35], Muse, 2014, 2010年代, 2010s, 台灣, Taiwan, 氣聲人聲, Breathy Vocals, 鋼琴, Piano, 弦樂, Strings, 孤獨寂寞, Loneliness, 獨處時光, Solitude, 華語流行, Mandopop, 當退去光鮮外表, 我用別人的愛定義存在",
あなたに出会わなければ～夏雪冬花～,Aimer,,"[0.82, 0.35, 0.78, 0.35], 夏雪ランデブー オリジナル・サウンドトラック, 2012, 2010年代, 2010s, 日本, Japan, 夏雪之約, Natsuyuki Rendezvous, 氣聲人聲, Breathy Vocals, 鋼琴, Piano, 弦樂, Strings, 孤獨寂寞, Lonely, 失戀療傷, Heartbreak Healing, 獨處時光, Solitude, 日語流行, J-Pop, 記憶などいらない 永遠に眠りたい, 真夏に降った雪のような それは儚い奇跡なんだ",
Bad,James Bay,RXTz0sB9XJc,"[0.45, 0.45, 0.55, 0.35], Oh My Messy Mind, 2019, 2010年代, 2010s, 英國, United Kingdom, 氣聲人聲, Breathy Vocals, 電吉他, Electric Guitar, 合成器, Synthesizer, 情感糾葛, Emotional Entanglement, 約會, Dating, 另類流行, Alternative Pop, Your, Ay",
future,Hiro-x,l7iNYGgn0a4,"[0.45, 0.45, 0.55, 0.35], テニスの王子様 オリジナル・サウンドトラック, 2003, 2000年代, 2000s, 日本, Japan, 網球王子, The Prince of Tennis, 清亮人聲, Clear Vocals, 電吉他, Electric Guitar, 鼓組, Drums, 燃系熱血, Passionate and Hot-blooded, 勵志成長, Inspirational Growth, 日語流行, Japanese Pop, 名もなきこの場所で開いた衝動の花, 體中でこの夢があふれ出すまま",
海の幽霊,米津玄師,,"[0.82, 0.35, 0.55, 0.35], STRAY SHEEP, 2019, 2010年代, 2010s, 日本, Japan, 海獸之子, Children of the Sea, 氣聲人聲, Breathy Vocals, 鋼琴, Piano, 合成器, Synthesizer, 壯闊深情, Grand Affection, 璀璨星空, Starry Sky, 另類流行, Alternative Pop, 開け放たれた この部屋には誰もいない, 大切なことは言葉にならない",
負けないで,ZARD,,"[0.30, 0.80, 0.55, 0.65], Golden Best - 15th Anniversary, 1993, 1990年代, 1990s, 日本, Japan, 白鳥麗子でございます！, Shiratori Reiko de Gozaimasu!, 清亮人聲, Clear Vocals, 電吉他, Electric Guitar, 合成器, Synthesizer, 燃系熱血, Burning Passion, 勵志成長, Inspirational Growth, 流行搖滾, Pop Rock, ふとした瞬間に 視線がぶつかる, 負けないで ほらそこに ゴールは近づいてる",
Call You Mine,"The Chainsmokers, Bebe Rexha",,"[0.30, 0.80, 0.55, 0.35], World War Joy, 2019, 2010年代, 2010s, 美國, United States, 氣聲人聲, Breathy Vocals, 合成器, Synthesizer, 鼓機, Drum Machine, 情感糾葛, Emotional Entanglement, 極致執著, Extreme Obsession, 約會, Dating, 自駕旅行, Road Trip, 電子流行, Electropop, 舞曲流行, Dance-pop, Two, someone",
You Need To Calm Down,Taylor Swift,3VZBX3DTOk8,"[0.30, 0.80, 0.55, 0.35], Lover, 2019, 2010年代, 2010s, 美國, United States, 泰勒絲風格, Taylor Swift Style, 清亮人聲, Clear Vocals, 合成器, Synthesizer, 自信張揚, Confident and Assertive, 諷刺批判, Satirical Criticism, 派對狂歡, Party Celebration, 舞曲流行, Dance-pop, You, oh-oh",
姑娘,王源,,"[0.45, 0.45, 0.55, 0.35], 王源2019「源」演唱會live輯, 2019, 2010年代, 2010s, 中國, China, 清亮人聲, Clear Vocals, 吉他, Acoustic Guitar, 貝斯, Bass, 大提琴, Cello, 趣味敘事, Humorous Narrative, 甜蜜愉悅, Sweet Joy, 約會, Dating, 獨處時光, Solitude, 原聲民謠, Acoustic Folk, 想要談戀愛這件事, 她一定像天使一樣",
命中註定你一個,陳怡婷,,"[0.82, 0.35, 0.55, 0.65], 2016, 2010年代, 2010s, 台灣, Taiwan, 高音唱腔, High-pitched Vocals, 鋼琴, Piano, 情感糾葛, Emotional Entanglement, 獨處時光, Solitary Time, 台語流行, Taiwanese Pop, 時間是一場未完電影, 心為你飛啊飛",
明日晴れるかな,桑田佳祐,Xn-nmykBCRw,"[0.82, 0.35, 0.55, 0.35], 桑田さんのお仕事 07/08 〜魅惑のAVマリアージュ〜, 2007, 2000年代, 2000s, 日本, Japan, 求婚大作戰, Operation Love, 滄桑嗓音, Raspy Vocals, 鋼琴, Piano, 壯闊深情, Grand Affection, 勵志成長, Inspirational Growth, 日語流行, Japanese Pop, 熱い涙や戀の叫びも, 季節は巡る魔法のように",
不簡單,Boxing樂團,,"[0.30, 0.80, 0.55, 0.65], 2014, 2010年代, 2010s, 台灣, Taiwan, 活力人聲, Energetic Vocals, 電吉他, Electric Guitar, 鼓組, Drums, 甜蜜愉悅, Sweet Joy, 婚禮, Wedding, 約會, Dating, 流行搖滾, Pop Rock, Hey oh my babe, 我想帶你回家",
夢醒時分,林憶蓮,56GkLr2f-BU,"[0.82, 0.35, 0.78, 0.35], 擁有憶蓮, 1991, 1990年代, 1990s, 台灣, Taiwan, 氣聲人聲, Breathy Vocals, 鋼琴, Piano, 傷感釋懷, Sadness and Relief, 失戀療傷, Heartbreak Healing, 華語流行, Mandopop, 你說你愛了不該愛的人, 早知道傷心總是難免的",
Far Away From Home,Groove Coverage,xRldCCvOgAs,"[0.30, 0.80, 0.55, 0.65], Covergirl, 2004, 2000年代, 2000s, 德國, Germany, 高音唱腔, High-pitched Vocals, 合成器, Synthesizer, 鼓機, Drum Machine, 孤獨寂寞, Loneliness, 獨處時光, Solitude, 電子舞曲, Eurodance, 舞曲流行, Dance-pop, I'm, dreams",
渴望,毛阿敏,,"[0.82, 0.35, 0.55, 0.35], 金獎歌后, 1990, 1990年代, 1990s, 中國, China, 厚實嗓音, Rich Vocals, 鋼琴, Piano, 弦樂, Strings, 壯闊深情, Grand Affection, 獨處時光, Solitude, 華語流行, Mandopop, 人生一世我少夢隨風飄落, 愛是什麼恨是什麼",
你快回來,孫楠,,"[0.82, 0.35, 0.55, 0.65], 永不瞑目, 1998, 1990年代, 1990s, 中國, China, 永不瞑目, Never Close Your Eyes, 高音唱腔, High-pitched Vocals, 鋼琴, Piano, 壯闊深情, Grand Passion, 獨處時光, Solitude, 華語流行, Mandopop, 沒有你世界寸步難行, 你快回來我一人承受不來",
Shape Of My Heart,Backstreet Boys,_6KW4C4Rh18,"[0.82, 0.35, 0.55, 0.35], Black & Blue, 2000, 2000年代, 2000s, 美國, USA, 氣聲人聲, Breathy Vocals, 鋼琴, Piano, 弦樂, Strings, 情感糾葛, Emotional Entanglement, 獨處時光, Solitude, 英語流行, English Pop, 當代節奏藍調, Contemporary R&B, Baby, Looking",
領悟,林俊傑,J71sCaGGcAk,"[0.82, 0.35, 0.78, 0.65], 金耳朵Ⅵ - 發燒試音碟, 2016, 2010年代, 2010s, 台灣, Taiwan, 高音唱腔, High-pitched Vocals, 鋼琴, Piano, 弦樂, Strings, 傷感釋懷, Sorrowful Relief, 情感糾葛, Emotional Entanglement, 獨處時光, Solitude, 失戀療傷, Heartbreak Healing, 華語流行, Mandopop, 我以為我會哭, 啊 多麼痛的領悟",
Don't Cry,Guns N' Roses,KNoj3zQBKEw,"[0.30, 0.80, 0.55, 0.65], Use Your Illusion I, 1991, 1990年代, 1990s, 美國, United States, 高音唱腔, High-pitched Vocals, 電吉他, Electric Guitar, 鋼琴, Piano, 壯闊深情, Grand Passion, 情感糾葛, Emotional Entanglement, 獨處時光, Solitude, 搖滾樂, Rock Music, 流行搖滾, Pop Rock, Don't you cry tonight, Last, was",
就別愛我,Austin李建軒,Bc2i7zP_TRg,"[0.82, 0.35, 0.78, 0.35], 2017, 2010年代, 2010s, 台灣, Taiwan, 氣聲人聲, Breathy Vocals, 鋼琴, Piano, 情感糾葛, Emotional Entanglement, 失戀療傷, Heartbreak Healing, 華語流行, Mandopop, 其實我沒那麼堅強, 就別愛我如果最後還是要分開, 本節目暫無字幕",
クリスマスソング,back number,,"[0.30, 0.80, 0.55, 0.65], シャンデリア, 2015, 2010年代, 2010s, 日本, Japan, 朝5晚9-帥氣和尚愛上我, From Five to Nine, 高音唱腔, High-pitched Vocals, 鋼琴, Piano, 電吉他, Electric Guitar, 鼓組, Drums, 情感糾葛, Emotional Entanglement, 極致執著, Extreme Obsession, 白雪皚皚, Snowy, 獨處時光, Solitude, 日語流行, Japanese Pop, 流行搖滾, Pop Rock, 会いたいと思う回数が, どこかで鐘が鳴って, できれば橫にいて欲しくて",
Antisocial,"Ed Sheeran, Travis Scott",Dt17Sv1Mbo8,"[0.30, 0.80, 0.55, 0.65], No.6 Collaborations Project, 2019, 2010年代, 2010s, 英國, United Kingdom, 美國, United States, 氣聲人聲, Breathy Vocals, 饒舌人聲, Rap Vocals, 合成器, Synthesizer, 鼓機, Drum Machine, 自信張揚, Confident and Assertive, 獨處時光, Solitude, 嘻哈, Hip Hop, All, Don't",
Happy!!! 運將情歌,茄子蛋,P_ZAums-03k,"[0.45, 0.45, 0.55, 0.35], 我們以後要結婚, 2022, 2020年代, 2020s, 台灣, Taiwan, 滄桑嗓音, Raspy Vocals, 電吉他, Electric Guitar, 爵士鼓, Jazz Drums, 甜蜜愉悅, Sweet Joy, 自駕旅行, Road Trip, 台語流行, Taiwanese Pop, 佇每一工的五點半, Happy的運將 你欲去叨位",
離開後,白安,eccXw50KK60,"[0.82, 0.35, 0.78, 0.35], 1990s, 2019, 2010年代, 2010s, 台灣, Taiwan, 想見你, Someday or One Day, 清亮人聲, Clear Vocals, 鋼琴, Piano, 傷感釋懷, Sadness and Relief, 失戀療傷, Heartbreak Healing, 華語流行, Mandopop, 你開著一輛車 告別我說要回家, 離開後的你在哪過 希望你找到你要的寬闊",
Bad Boy,Red Velvet,,"[0.30, 0.80, 0.55, 0.35], The Perfect Red Velvet - The 2nd Album Repackage, 2018, 2010年代, 2010s, 韓國, South Korea, 氣聲人聲, Breathy Vocals, 合成器, Synthesizer, 貝斯, Bass, 自信張揚, Confident and Assertive, 派對狂歡, Party, 韓語流行, K-pop, 當代節奏藍調, Contemporary R&B, 舞曲流行, Dance-pop, Who, 너도 곧 ooh ooh",
觀眾,楊丞琳,,"[0.82, 0.35, 0.55, 0.35], 年輪說, 2016, 2010年代, 2010s, 台灣, Taiwan, 氣聲人聲, Breathy Vocals, 鋼琴, Piano, 情感糾葛, Emotional Entanglement, 獨處時光, Solitude, 華語流行, Mandopop, 對於愛情一直都關乎我的姓名, 都愛過有的人愛的像是一個觀眾",
薄荷與指甲剪,梁文音,,"[0.82, 0.35, 0.55, 0.35], 愛的詩篇, 2009, 2000年代, 2000s, 台灣, Taiwan, 清亮人聲, Clear Vocals, 鋼琴, Piano, 輕鬆隨性, Relaxed, 獨處時光, Solitude, 華語流行, Mandopop, 高跟鞋 完美的曲線 來搭配你的左肩, 如果用一把指甲剪 簡單剪掉你的討厭",
Who You Are,陳欣斈,KZETjxp4p3M,"[0.45, 0.45, 0.55, 0.35], Never Mine, 2016, 2010年代, 2010s, 台灣, Taiwan, 氣聲人聲, Breathy Vocals, 合成器, Synthesizer, 極致執著, Extreme Persistence, 勵志成長, Inspirational Growth, 華語流行, Mandopop, 滯留氣壓 壓著心跳, And",
But I Do Love You,LeAnn Rimes,Xmfls25wVrg,"[0.82, 0.35, 0.55, 0.35], The Best of LeAnn Rimes, 2000, 2000年代, 2000s, 美國, United States, 女狼俱樂部, Coyote Ugly, 清亮人聲, Clear Vocals, 鋼琴, Piano, 壯闊深情, Grand Affection, 約會, Dating, 鄉村流行, Country Pop, don't",
REALLY REALLY,WINNER,88xd_X5fKm4,"[0.30, 0.80, 0.55, 0.65], OUR TWENTY FOR, 2017, 2010年代, 2010s, 韓國, South Korea, 氣聲人聲, Breathy Vocals, 合成器, Synthesizer, 甜蜜愉悅, Sweet Joy, 自信張揚, Confident Swagger, 約會, Dating, 派對狂歡, Party, 韓語流行, K-pop, 嘻哈舞曲, Hip-hop Dance, 電子流行, Electropop, 어디야 집이야? 안 바쁨 나와봐, Really",
Fall,Ina,TiY44S0aSjE,"[0.30, 0.80, 0.55, 0.65], 2021, 2020年代, 2020s, 牙買加, Jamaica, 磁性嗓音, Magnetic Vocals, 節奏感人聲, Rhythmic Vocals, 鼓點, Drums, 貝斯, Bass, 情感糾葛, Emotional Entanglement, 派對狂歡, Party, 嘻哈, Hip Hop, Underneath you good, Baby",
Happy Together,The Turtles,xs5oFVIWeO8,"[0.30, 0.80, 0.55, 0.65], Super Psychedelics, 1967, 1960年代, 1960s, 美國, United States, 春光乍洩, 清亮人聲, Clear Vocals, 電吉他, Electric Guitar, 管樂器, Brass Instruments, 甜蜜愉悅, Sweet Joy, 約會, Dating, 流行搖滾, Pop Rock, Imagine, So happy together",
All These Girls,周湯豪,2PcfV-JJs3A,"[0.30, 0.80, 0.55, 0.65], WHAT A LIFE, 2016, 2010年代, 2010s, 台灣, Taiwan, 低音唱腔, Bass Vocals, 合成器, Synthesizer, 自信張揚, Confident, 派對狂歡, Party, 嘻哈舞曲, Hip Hop Dance, I'm, seems",
別把疼你的人弄丟了,雨宗林,,"[0.82, 0.35, 0.55, 0.35], 2016, 2010年代, 2010s, 中國, China, 滄桑人聲, Husky Vocals, 鋼琴, Piano, 情感糾葛, Emotional Entanglement, 獨處時光, Solitude, 網紅歌曲, Internet Viral Song, 總是不願意面對, 別把最疼愛你的人弄丟了",
長江水,費玉清,sijabrd0Bu0,"[0.82, 0.35, 0.55, 0.35], 2008, 2000年代, 2000s, 台灣, Taiwan, 清亮人聲, Clear Vocals, 鋼琴, Piano, 弦樂, Strings, 壯闊深情, Grand Affection, 遊子鄉愁, Homesickness, 獨處時光, Solitude, 民族流行, Ethnic Pop, 慢慢流啊長江水, 湧起浪花翻起波濤",
溫柔的奇蹟,范瑋琪,ttRDIsV3pYk,"[0.82, 0.35, 0.78, 0.35], 我的男孩電視劇原聲帶, 電影原聲帶, OST, 2016, 2010年代, 2010s, 台灣, Taiwan, 溫柔療癒, Gentle Healing, 甜蜜愉悅, Sweet Joy, 勵志成長, Inspirational Growth, 華語流行, Mandopop, 甜美嗓音, Sweet Vocals, 鋼琴, Piano, 也許是哪一個人, 相信你是我命中溫柔的奇蹟",
Negaraku,"Joe Flizzow, Altimet, SonaOne, Faizal Tahir",5kH8L_GNNPg,"[0.30, 0.80, 0.55, 0.65], Anatomi (Remastered), 2016, 2010年代, 2010s, 馬來西亞, Malaysia, 強勁饒舌, Powerful Rap, 鼓點, Drums, 壯闊深情, Grand Affection, 勵志成長, Inspirational Growth, 嘻哈, Hip Hop, 馬來流行, Malaysian Pop, Kuberi sepenuhnya",
那個誰,Austin李建軒,JTrUUgkF0Bc,"[0.30, 0.80, 0.55, 0.35], 2016, 2010年代, 2010s, 美國, United States, 英語流行, English Pop, 當代節奏藍調, Contemporary R&B, 電子流行, Electronic Pop, 氣聲人聲, Breathy Vocals, 合成器, Synthesizer, 鼓機, Drum Machine, 自信張揚, Confident and Assertive, 派對狂歡, Party, Send it to my phone",
那個我,楊芸晴,3MEN52MY0mI,"[0.82, 0.35, 0.55, 0.35], 立風, 2020, 2020年代, 2020s, 中國, China, 華語流行, Mandopop, 清亮人聲, Clear Vocals, 鋼琴, Piano, 電吉他, Electric Guitar, 弦樂, Strings, 孤獨寂寞, Loneliness, 深夜沉思, Deep Night Contemplation, 獨處時光, Solitude, 我站在人群中不知道該 往哪跑, 我幻想著我 還是那個我",
パプリカ,米津玄師,c3j-Sp1kfa8,"[0.82, 0.35, 0.55, 0.35], STRAY SHEEP, 2020, 2020年代, 2020s, 日本, Japan, 奧運應援曲, Olympic Support Song, 清亮人聲, Clear Vocals, 鋼琴, Piano, 合成器, Synthesizer, 輕快活潑, Light and Lively, 勵志成長, Inspirational Growth, 親子互動, Parent-Child Interaction, 夏日陽光, Summer Sunshine, 日語流行, J-Pop, 傳統兒歌, Traditional Children's Song, 曲りくねり はしゃいだ道, パプリカ 花が咲いたら",
Goodbyes,"Post Malone, Young Thug",pyzfhse3Fl4,"[0.30, 0.80, 0.78, 0.65], Hollywood's Bleeding, 2019, 2010年代, 2010s, 美國, United States, 氣聲人聲, Breathy Vocals, 饒舌唱腔, Rap Vocals, 電吉他, Electric Guitar, 鼓機, Drum Machine, 情感糾葛, Emotional Entanglement, 頹廢冷冽, Decadent Coldness, 失戀療傷, Heartbreak Healing, 獨處時光, Solitude, 英語流行, English Pop, 嘻哈, Hip Hop, 另類節奏藍調, Alternative R-B, and, want",
One Thing Right,"Marshmello, Kane Brown",2k-L4ZwLTbY,"[0.45, 0.45, 0.55, 0.35], 2019, 2010年代, 2010s, 美國, United States, 滄桑嗓音, Raspy Vocals, 渾厚人聲, Deep Vocals, 電子合成器, Electronic Synthesizer, 電吉他, Electric Guitar, 情感糾葛, Emotional Entanglement, 自駕旅行, Road Trip, 鄉村流行, Country Pop, 電子流行, Electropop, I've, But",
Larger Than Life,Backstreet Boys,LXgpdlL6nBQ,"[0.30, 0.80, 0.55, 0.35], NKOTBSB, 1999, 1990年代, 1990s, 美國, United States, 強力人聲, Powerful Vocals, 合成器, Synthesizer, 電吉他, Electric Guitar, 自信張揚, Confident and Assertive, 派對狂歡, Party Celebration, 舞曲流行, Dance-Pop, may, Every",
Spanish Eyes,Backstreet Boys,,"[0.82, 0.35, 0.55, 0.35], Millennium, 2000, 2000年代, 2000s, 美國, USA, 氣聲人聲, Breathy Vocals, 鋼琴, Piano, 壯闊深情, Grand Affection, 約會, Dating, 英語流行, English Pop, 當代節奏藍調, Contemporary R&B, Here we are, When",
寵愛,TFBOYS,GkOiMXsLjkQ,"[0.30, 0.80, 0.55, 0.35], 大夢想家, 2015, 2010年代, 2010s, 中國, China, 清亮人聲, Clear Vocals, 甜美嗓音, Sweet Vocals, 合成器, Synthesizer, 甜蜜愉悅, Sweet Joy, 輕快活潑, Light and Lively, 約會, Dating, 華語流行, Mandopop, 舞曲流行, Dance Pop, 小小的年紀還不懂什麼是愛, 我只想給你給你寵愛",
月亮警察,火箭少女101,SB1IpHatPAk,"[0.30, 0.80, 0.55, 0.35], 撞, 2019, 2010年代, 2010s, 中國, China, 清亮人聲, Bright Vocals, 合成器, Synthesizer, 鼓, Drums, 自信張揚, Confident and Assertive, 輕快活潑, Light and Lively, 派對狂歡, Party, 勵志成長, Inspirational Growth, 舞曲流行, Dance Pop, 昨天才流行過的, 我來拯救你",
The Call,Backstreet Boys,p5-Cc5yeK4U,"[0.30, 0.80, 0.55, 0.35], Black & Blue, 2000, 2000年代, 2000s, 美國, United States, 英語流行, English Pop, 舞曲流行, Dance-Pop, 當代節奏藍調, Contemporary R&B, 合成器, Synthesizer, 懸疑博弈, Suspenseful Gambling, 派對狂歡, Party, Hello? it's me what's up baby, Let me tell you the story 'bout the call that changed my destiny, Gotta go",
我敢,胡彥斌,B8ueIIbu2dU,"[0.30, 0.80, 0.55, 0.65], 入目三分, 2016, 2010年代, 2010s, 中國, China, 胡彥斌風格, Hu Yanbin Style, 高音唱腔, High-pitched Vocals, 電吉他, Electric Guitar, 鼓組, Drums, 燃系熱血, Burning Passion, 勵志成長, Inspirational Growth, 流行搖滾, Pop Rock, 他們說怕我們把牛皮吹爛, 我敢我敢",
想你想到夢裡頭,方季惟,,"[0.82, 0.35, 0.55, 0.35], 1992, 1990年代, 1990s, 台灣, Taiwan, 清亮人聲, Clear Vocals, 鋼琴, Piano, 合成器, Synthesizer, 情感糾葛, Emotional Entanglement, 極致執著, Extreme Obsession, 獨處時光, Solitude, 華語流行, Mandopop, 像我這樣用情的人, 喔 想你想到夢裡頭",
沒有煙抽的日子,張雨生,i-7Fz176fOg,"[0.82, 0.35, 0.55, 0.65], 想念我, 1989, 1980年代, 1980s, 台灣, Taiwan, 高音唱腔, High-pitched Vocals, 鋼琴, Piano, 孤獨寂寞, Loneliness, 獨處時光, Solitude, 華語流行, Mandopop, 我總不在你身旁, 手裡沒有煙那就劃一根火柴吧 去抽你的無奈",
In the Stars,ONE OK ROCK feat. Kiiara,bwyevbK_N-0,"[0.30, 0.80, 0.55, 0.65], Eye of the Storm, 2017, 2010年代, 2010s, 日本, Japan, 高音唱腔, High-pitched Vocals, 電吉他, Electric Guitar, 合成器, Synthesizer, 自信張揚, Confident and Assertive, 勵志成長, Inspirational Growth, 流行搖滾, Pop Rock, Sick, We're",
惜情,楊哲,,"[0.82, 0.35, 0.78, 0.65], 咱的愛, 2023, 2020年代, 2020s, 台灣, Taiwan, 高音唱腔, High-pitched Vocals, 鋼琴, Piano, 情感糾葛, Emotional Entanglement, 極致執著, Extreme Obsession, 失戀療傷, Heartbreak Healing, 獨處時光, Solitude, 台語流行, Taiwanese Pop, 無需要解釋, 是我太憨太惜情",
笑紅塵,陳淑樺,_6VAQkDOgBs,"[0.45, 0.45, 0.55, 0.35], 給淑樺的一封信, 1993, 1990年代, 1990s, 台灣, Taiwan, 東方不敗之風雲再起, The East is Red, 清亮人聲, Clear Vocals, 民族樂器, Traditional Instruments, 自信張揚, Confident and Assertive, 獨處時光, Solitude, 古風國風, Traditional Chinese Style, 紅塵多可笑 痴情最無聊 目空一切也好, 此生未了 心卻已無所擾 只想換得半世逍遙",
每次都想呼喊你的名字,李恕權,p6ZAezrEh-c,"[0.45, 0.45, 0.55, 0.35], 赤子, 1983, 1980年代, 1980s, 台灣, Taiwan, 磁性嗓音, Magnetic Voice, 合成器, Synthesizer, 電吉他, Electric Guitar, 復古懷舊, Retro Nostalgia, 獨處時光, Solitude, 華語流行, Mandopop, 微風吹動你的發梢",
流連,費翔,cCEiINEw3Cs,"[0.82, 0.35, 0.55, 0.35], 費翔精挑細選十八首, 1987, 1980年代, 1980s, 台灣, Taiwan, 磁性嗓音, Magnetic Voice, 鋼琴, Piano, 弦樂, Strings, 復古懷舊, Retro Nostalgia, 獨處時光, Solitude, 華語流行, Mandopop, 滿天的銀光灑向你窗前, 流連流連流連",
玫瑰人生,許景淳,uguebqO0ly8,"[0.82, 0.35, 0.55, 0.35], 1993, 1990年代, 1990s, 台灣, Taiwan, 壯闊深情, Grand Passion, 極致執著, Extreme Devotion, 情感糾葛, Emotional Entanglement, 獨處時光, Solitude, 華語流行, Mandopop, 氣聲人聲, Breathy Vocals, 鋼琴, Piano, 該你多少在前世 如何還得清, 我心盼望 讓濃情一段 隨時光流遠 再回到開始",
一見你就笑,鄧麗君,eUB1GvNJ5i8,"[0.45, 0.45, 0.78, 0.35], 鄧麗君 永恆不朽 原聲經典 3, 電影原聲帶, OST, 1968, 1960年代, 1960s, 台灣, Taiwan, 甜美嗓音, Sweet Vocals, 管弦樂, Orchestra, 甜蜜愉悅, Sweet Joy, 復古懷舊, Retro Nostalgia, 約會, Dating, 華語流行, Mandopop, 你那翩翩風採太美妙, 我一見你就笑",
窒息,茄子蛋,,"[0.30, 0.80, 0.55, 0.65], 我們以後要結婚, 2017, 2010年代, 2010s, 台灣, Taiwan, 滄桑嗓音, Raspy Vocals, 電吉他, Electric Guitar, 鼓組, Drums, 情感糾葛, Emotional Entanglement, 極致執著, Extreme Obsession, 獨處時光, Solitude, 獨立搖滾, Indie Rock, 轉身離開我想還不至於, 每當我想起荒唐的那段時光",
為何夢見他,丘丘合唱團,09zVAD3z160,"[0.30, 0.80, 0.55, 0.65], 1982, 1980年代, 1980s, 台灣, Taiwan, 高音唱腔, High-pitched Vocals, 電吉他, Electric Guitar, 鼓組, Drums, 貝斯, Bass, 情感糾葛, Emotional Entanglement, 獨處時光, Solitude, 流行搖滾, Pop Rock, 那好久好久以前分手的男孩",
我心已打烊,葉璦菱,7pK7_jtoQDY,"[0.82, 0.35, 0.78, 0.35], 歐香女郎, 1992, 1990年代, 1990s, 台灣, Taiwan, 磁性嗓音, Magnetic Vocals, 鋼琴, Piano, 弦樂, Strings, 傷感釋懷, Sadness and Relief, 失戀療傷, Heartbreak Healing, 華語流行, Mandopop, 能不能讓我陪著你走, 把我的悲傷留給自己",
預謀,許佳慧,,"[0.82, 0.35, 0.78, 0.35], 2013, 2010年代, 2010s, 中國, China, 氣聲人聲, Breathy Vocals, 鋼琴, Piano, 情感糾葛, Emotional Entanglement, 失戀療傷, Heartbreak Healing, 網紅歌曲, Internet Viral Song, 何必要那麼多的藉口, 反正 他都不難受 他只要自由",
輪迴,劉增瞳,ZfhLM2OZD0E,"[0.82, 0.35, 0.55, 0.35], 離人愁, 2018, 2010年代, 2010s, 中國, China, 甜美嗓音, Sweet Vocals, 鋼琴, Piano, 弦樂, Strings, 情感糾葛, Emotional Entanglement, 孤獨寂寞, Loneliness, 獨處時光, Solitude, 古風國風, Traditional Chinese Style, 網紅歌曲, Internet Viral Song, 無人知曉你的面容, 千萬般的輪迴一世又無緣",
懸崖,齊秦,V-D5NfNqI3k,"[0.30, 0.80, 0.55, 0.65], 絲路, 1998, 1990年代, 1990s, 台灣, Taiwan, 高音唱腔, High-pitched Vocals, 鋼琴, Piano, 電吉他, Electric Guitar, 壯闊深情, Grand Passion, 極致執著, Extreme Persistence, 獨處時光, Solitude, 華語流行, Mandopop, 流行搖滾, Pop Rock, 再一步愛就會粉身碎骨, 天已荒海已枯心留一片土",
風雨無阻,周華健,IAHp3GJ-mzk,"[0.30, 0.80, 0.78, 0.65], 1994, 1990年代, 1990s, 台灣, Taiwan, 周氏情歌, Wakin Chau Style, 清亮人聲, Clear Vocals, 鋼琴, Piano, 木吉他, Acoustic Guitar, 壯闊深情, Grand Affection, 極致執著, Extreme Dedication, 勵志成長, Inspirational Growth, 華語流行, Mandopop, 流行搖滾, Pop Rock, 給你我的全部你是我今生唯一的賭注, 提著昨日種種千辛萬苦向明天換一些美滿和幸福",
